RP23-100C5.1	ETG51792	Ptpra	Ppp2r1a	Rptpalpha|Ptpa|PTPalpha|RPTRalpha|Rptra	6330556D22Rik|PP2A|PR65	Affinity Capture-Western	Fellner T (2003)	12952889	10090	10090
ETG15505	ETG22142	Hsph1	Tuba1a	105kDa|Hsp105|AI790491|hsp-E7I|HSP110	Tuba-1|Tuba1	Reconstituted Complex	Saito Y (2003)	12749852	10090	10090
ETG22142	ETG15505	Tuba1a	Hsph1	Tuba-1|Tuba1	105kDa|Hsp105|AI790491|hsp-E7I|HSP110	Affinity Capture-Western	Saito Y (2003)	12749852	10090	10090
ETG116848	ETG93762	Baz2a	Smarca5	C030005G16Rik|Walp3|C78388|AA415431|mKIAA0314|Tip5	4933427E24Rik|D030040M08Rik|Snf2h|D330027N15Rik|MommeD4	Co-fractionation	Strohner R (2001)	11532953	10090	10090
ETG116848	ETG93762	Baz2a	Smarca5	C030005G16Rik|Walp3|C78388|AA415431|mKIAA0314|Tip5	4933427E24Rik|D030040M08Rik|Snf2h|D330027N15Rik|MommeD4	Affinity Capture-MS	Strohner R (2001)	11532953	10090	10090
RP23-209C6.7	ETG19645	Hdac1	Rb1	HD1|Hdac1-ps|RPD3|MommeD5	Rb-1|pRb|Rb	Affinity Capture-Western	Puri PL (2001)	11684023	10090	10090
ETG19645	RP23-209C6.7	Rb1	Hdac1	Rb-1|pRb|Rb	HD1|Hdac1-ps|RPD3|MommeD5	Affinity Capture-Western	Puri PL (2001)	11684023	10090	10090
RP23-209C6.7	ETG17927	Hdac1	Myod1	HD1|Hdac1-ps|RPD3|MommeD5	MYF3|Myod-1|MyoD|bHLHc1|AI503393	Affinity Capture-Western	Puri PL (2001)	11684023	10090	10090
RP23-209C6.7	ETG19697	Hdac1	Rela	HD1|Hdac1-ps|RPD3|MommeD5	p65	Affinity Capture-Western	Zhong H (2002)	11931769	10090	10090
RP23-209C6.7	ETG18033	Hdac1	Nfkb1	HD1|Hdac1-ps|RPD3|MommeD5	p105|NF-kappaB|p50|NF-KB1|NF-kappaB1|p50/p105	Affinity Capture-Western	Zhong H (2002)	11931769	10090	10090
ETG19697	RP23-209C6.7	Rela	Hdac1	p65	HD1|Hdac1-ps|RPD3|MommeD5	Affinity Capture-Western	Zhong H (2002)	11931769	10090	10090
ETG18033	RP23-209C6.7	Nfkb1	Hdac1	p105|NF-kappaB|p50|NF-KB1|NF-kappaB1|p50/p105	HD1|Hdac1-ps|RPD3|MommeD5	Affinity Capture-Western	Zhong H (2002)	11931769	10090	10090
RP23-135A21.5	ETG67155	Jun	Smarca2	Junc|AP-1|c-jun	Snf2l2|2610209L14Rik|SNF2alpha|brm|brahma	Affinity Capture-Western	Ito T (2001)	11053448	10090	10090
RP23-135A21.5	ETG20587	Jun	Smarcb1	Junc|AP-1|c-jun	AU020204|Baf47|Snf5|SNF5/INI1|Ini1	Affinity Capture-Western	Ito T (2001)	11053448	10090	10090
ETG14281	ETG67155	Fos	Smarca2	cFos|c-fos|D12Rfj1	Snf2l2|2610209L14Rik|SNF2alpha|brm|brahma	Affinity Capture-Western	Ito T (2001)	11053448	10090	10090
ETG14281	ETG20587	Fos	Smarcb1	cFos|c-fos|D12Rfj1	AU020204|Baf47|Snf5|SNF5/INI1|Ini1	Affinity Capture-Western	Ito T (2001)	11053448	10090	10090
ETG83797	ETG67155	Smarcd1	Smarca2	AA407987|Baf60a|D15Kz1	Snf2l2|2610209L14Rik|SNF2alpha|brm|brahma	Reconstituted Complex	Ito T (2001)	11053448	10090	10090
RP24-535M24.1	ETG15228	Tle1	Foxg1	Grg1|Tle4l|Estm14|C230057C06Rik	Bf1|Hfh9|Hfhbf1|BF-1|2900064B05Rik	Affinity Capture-Western	Yao J (2001)	11238932	10090	10090
RP23-255N16.1	ETG13982	Smarce1	Esr1	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	Estra|ERalpha|ERa|AU041214|ER-alpha|AA420328|Estr|Nr3a1|ER[a]|ESR	Reconstituted Complex	Belandia B (2002)	12145209	10090	10090
ETG19645	ETG20586	Rb1	Smarca4	Rb-1|pRb|Rb	HP1-BP72|Brg1|SNF2beta|SW1/SNF	Two-hybrid	Dunaief JL (1994)	7923370	10090	10090
ETG20586	ETG239985	Smarca4	Arid1b	HP1-BP72|Brg1|SNF2beta|SW1/SNF	B230217J03Rik|8030481M12|mKIAA1235|Ardi1b|9330189K18Rik|AI836955	Affinity Capture-Western	Hurlstone AF (2002)	11988099	10090	10090
ETG239985	ETG83797	Arid1b	Smarcd1	B230217J03Rik|8030481M12|mKIAA1235|Ardi1b|9330189K18Rik|AI836955	AA407987|Baf60a|D15Kz1	Affinity Capture-Western	Hurlstone AF (2002)	11988099	10090	10090
ETG239985	ETG20586	Arid1b	Smarca4	B230217J03Rik|8030481M12|mKIAA1235|Ardi1b|9330189K18Rik|AI836955	HP1-BP72|Brg1|SNF2beta|SW1/SNF	Affinity Capture-Western	Hurlstone AF (2002)	11988099	10090	10090
ETG93762	ETG22385	Smarca5	Baz1b	4933427E24Rik|D030040M08Rik|Snf2h|D330027N15Rik|MommeD4	Wbscr9|C87820|WSTF	Affinity Capture-Western	Bozhenok L (2002)	11980720	10090	10090
ETG93762	ETG217578	Smarca5	Baz1a	4933427E24Rik|D030040M08Rik|Snf2h|D330027N15Rik|MommeD4	cbp146|Acf1|Gtl5|BC065123|Wcrf180|B930060C03	Affinity Capture-Western	Bozhenok L (2002)	11980720	10090	10090
ETG22385	ETG93762	Baz1b	Smarca5	Wbscr9|C87820|WSTF	4933427E24Rik|D030040M08Rik|Snf2h|D330027N15Rik|MommeD4	Affinity Capture-Western	Bozhenok L (2002)	11980720	10090	10090
ETG217578	ETG93762	Baz1a	Smarca5	cbp146|Acf1|Gtl5|BC065123|Wcrf180|B930060C03	4933427E24Rik|D030040M08Rik|Snf2h|D330027N15Rik|MommeD4	Affinity Capture-Western	Bozhenok L (2002)	11980720	10090	10090
ETG217578	RP23-274H16.1	Baz1a	Smarca1	cbp146|Acf1|Gtl5|BC065123|Wcrf180|B930060C03	Snf2l|5730494M04Rik	Affinity Capture-Western	Bozhenok L (2002)	11980720	10090	10090
RP23-355L10.12-001	RP23-26L6.13-001	Ikzf3	Chd3	Aiolos|Zfpn1a3|5830411O07Rik|Znfn1a3	Prp9-1|Prp7|AF020312|Chd7|2600010P09Rik	Two-hybrid	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	RP23-26L6.13-001	Ikzf1	Chd3	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	Prp9-1|Prp7|AF020312|Chd7|2600010P09Rik	Two-hybrid	Kim J (1999)	10204490	10090	10090
ETG51788	ETG51788	H2afz	H2afz	H2A.Z	H2A.Z	Co-crystal Structure	Suto RK (2000)	11101893	10090	10090
ETG17927	ETG18519	Myod1	Kat2b	MYF3|Myod-1|MyoD|bHLHc1|AI503393	AW536563|AI461839|A930006P13Rik|Pcaf|p/CAF	Affinity Capture-Western	Mal A (2001)	11285237	10090	10090
ETG17927	RP23-209C6.7	Myod1	Hdac1	MYF3|Myod-1|MyoD|bHLHc1|AI503393	HD1|Hdac1-ps|RPD3|MommeD5	Affinity Capture-Western	Mal A (2001)	11285237	10090	10090
RP23-413I12.1	ETG18193	Rxra	Nsd1	RXRalpha1|9530071D11Rik|Nr2b1	KMT3B|AI528500	Reconstituted Complex	Huang N (1998)	9628876	10090	10090
ETG18193	RP23-413I12.1	Nsd1	Rxra	KMT3B|AI528500	RXRalpha1|9530071D11Rik|Nr2b1	Two-hybrid	Huang N (1998)	9628876	10090	10090
RP23-413I12.1	ETG18193	Rxra	Nsd1	RXRalpha1|9530071D11Rik|Nr2b1	KMT3B|AI528500	Two-hybrid	Huang N (1998)	9628876	10090	10090
RP23-373H2.2	RP23-26L6.13-001	Ikzf1	Chd3	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	Prp9-1|Prp7|AF020312|Chd7|2600010P09Rik	Co-fractionation	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	ETG20586	Ikzf1	Smarca4	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	HP1-BP72|Brg1|SNF2beta|SW1/SNF	Co-fractionation	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	ETG67155	Ikzf1	Smarca2	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	Snf2l2|2610209L14Rik|SNF2alpha|brm|brahma	Co-fractionation	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	RP23-355L10.12-001	Ikzf1	Ikzf3	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	Aiolos|Zfpn1a3|5830411O07Rik|Znfn1a3	Co-fractionation	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	ETG15182	Ikzf1	Hdac2	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	mRPD3|Yy1bp|D10Wsu179e|YAF1	Co-fractionation	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	ETG20588	Ikzf1	Smarcc1	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	BAF155|Rsc8|AI115498|SRG3	Co-fractionation	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	RP23-209C6.7	Ikzf1	Hdac1	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	HD1|Hdac1-ps|RPD3|MommeD5	Co-fractionation	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	ETG20586	Ikzf1	Smarca4	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	HP1-BP72|Brg1|SNF2beta|SW1/SNF	Reconstituted Complex	Kim J (1999)	10204490	10090	10090
RP23-373H2.2	RP23-26L6.13-001	Ikzf1	Chd3	hlk-1|Ikaros|mKIAA4227|5832432G11Rik|LyF-1|Znfn1a1|Zfpn1a1	Prp9-1|Prp7|AF020312|Chd7|2600010P09Rik	Reconstituted Complex	Kim J (1999)	10204490	10090	10090
ETG18519	RP23-306D20.12-001	Kat2b	Notch1	AW536563|AI461839|A930006P13Rik|Pcaf|p/CAF	lin-12|Mis6|9930111A19Rik|Tan1	Two-hybrid	Kurooka H (2000)	10747963	10090	10090
RP23-390D17.6	RP23-306D20.12-001	Kat2a	Notch1	mmGCN5|Gcn5|1110051E14Rik|Gcn5l2|AW212720	lin-12|Mis6|9930111A19Rik|Tan1	Two-hybrid	Kurooka H (2000)	10747963	10090	10090
ETG12419	ETG12419	Cbx5	Cbx5	2610029O15Rik|HP1|C75991|Hp1a	2610029O15Rik|HP1|C75991|Hp1a	Reconstituted Complex	Yamamoto K (2003)	12565857	10090	10090
ETG211651	ETG55947	Fancd2	Dclre1a	2410150O07Rik|FA-D2|AU015151|BB137857|FACD|FANCD|FA4|FAD	2810043H12Rik|SNM1|mKIAA0086|SMN1a|Pso2|AU022226	Synthetic Lethality	Hemphill AW (2008)	18180189	10090	10090
ETG117197	RP23-70E1.3	Cno	Pldn	2610101N07Rik	pa|Stx13bp1|BLOC-1	Affinity Capture-Western	Ciciotte SL (2003)	12576321	10090	10090
RP23-70E1.3	ETG117197	Pldn	Cno	pa|Stx13bp1|BLOC-1	2610101N07Rik	Affinity Capture-Western	Ciciotte SL (2003)	12576321	10090	10090
ETG117197	ETG17828	Cno	Muted	2610101N07Rik	1810074A19Rik|mu	Affinity Capture-Western	Ciciotte SL (2003)	12576321	10090	10090
ETG20924	ETG52432	Supt5h	Ppp2r2d	AL033321|Spt5|AU019549|AL033283	1300017E19Rik|MDS026|D7Ertd753e	Two-hybrid	Stelzl U (2005)	16169070	10090	10090
RP23-272N19.6	RP23-272N19.6	Tnfrsf9	Tnfrsf9	4-1BB|ILA|CDw137|Cd137|Ly63|AI325004|A930040I11Rik|AA408498	4-1BB|ILA|CDw137|Cd137|Ly63|AI325004|A930040I11Rik|AA408498	Reconstituted Complex	Loo DT (1997)	9045669	10090	10090
RP23-106K5.1	ETG13619	Scmh1	Phc1	AI315320|AI851618|Scml3|Scml1	Edr1|rae28|Edr|AW557034|Rae-28|Mph1	Reconstituted Complex	Tomotsune D (1999)	10653359	10090	10090
ETG13619	RP23-106K5.1	Phc1	Scmh1	Edr1|rae28|Edr|AW557034|Rae-28|Mph1	AI315320|AI851618|Scml3|Scml1	Reconstituted Complex	Tomotsune D (1999)	10653359	10090	10090
ETG17532	ETG17356	Mras	Mllt4	AI326250|2900078C09Rik	Gm314|AF6|Af-6|Afadin|I-afadin|S-afadin|5033403D15Rik	Two-hybrid	Quilliam LA (1999)	10446149	10090	10090
ETG55927	ETG15205	Hes6	Hes1	AI326893|bHLHb41	bHLHb39|Hry	Affinity Capture-Western	Bae S (2000)	10851137	10090	10090
ETG20869	ETG71728	Stk11	Stk11ip	R75140|AA408040|Lkb1|Par-4|mLKB1	1200014D22Rik|LIP1|LKB1IP|BB131189	Two-hybrid	Smith DP (2001)	11741830	10090	10090
ETG12475	RP24-209H15.1	Cd14	Tlr4	N/A	Lps|Ran/M1|Rasl2-8|Ly87	Affinity Capture-Western	Muroi M (2002)	12196527	10090	10090
RP23-184N11.8	RP23-356E21.1	Lrp8	Dab1	Lr8b|AI848122|4932703M08Rik|AA921429|apoER2	scr|AI956902|C630028C02Rik|yot|scrambler|scm	Reconstituted Complex	Trommsdorff M (1999)	10380922	10090	10090
ETG16835	RP23-356E21.1	Ldlr	Dab1	Hlb301	scr|AI956902|C630028C02Rik|yot|scrambler|scm	Reconstituted Complex	Trommsdorff M (1999)	10380922	10090	10090
ETG22359	RP23-356E21.1	Vldlr	Dab1	AA408956|AW047288|AI451093	scr|AI956902|C630028C02Rik|yot|scrambler|scm	Reconstituted Complex	Trommsdorff M (1999)	10380922	10090	10090
ETG22330	ETG71766	Vcl	Raver1	AI462105|AW545629|9430097D22|AA571387	AA050359|1300006N24Rik|mKIAA1978	Far Western	Huettelmaier S (2001)	11724819	10090	10090
ETG71766	ETG60595	Raver1	Actn4	AA050359|1300006N24Rik|mKIAA1978	C77391	Two-hybrid	Huettelmaier S (2001)	11724819	10090	10090
ETG71766	ETG11472	Raver1	Actn2	AA050359|1300006N24Rik|mKIAA1978	1110008F24Rik	Two-hybrid	Huettelmaier S (2001)	11724819	10090	10090
ETG71766	RP23-286H14.3	Raver1	Rod1	AA050359|1300006N24Rik|mKIAA1978	C86549|5830471K22Rik|AW107884|AA407443|AI462022	Two-hybrid	Huettelmaier S (2001)	11724819	10090	10090
ETG71766	ETG22330	Raver1	Vcl	AA050359|1300006N24Rik|mKIAA1978	AI462105|AW545629|9430097D22|AA571387	Two-hybrid	Huettelmaier S (2001)	11724819	10090	10090
ETG77945	RP23-382O24.1	Rpgrip1	Rpgr	AA415034|nmf247|4930505G06Rik|A930002K18Rik|4930401L23Rik|0610005A07Rik	Rp3h	Reconstituted Complex	Hong DH (2001)	11104772	10090	10090
ETG77945	ETG77945	Rpgrip1	Rpgrip1	AA415034|nmf247|4930505G06Rik|A930002K18Rik|4930401L23Rik|0610005A07Rik	AA415034|nmf247|4930505G06Rik|A930002K18Rik|4930401L23Rik|0610005A07Rik	Affinity Capture-Western	Hong DH (2001)	11104772	10090	10090
RP23-382O24.1	ETG77945	Rpgr	Rpgrip1	Rp3h	AA415034|nmf247|4930505G06Rik|A930002K18Rik|4930401L23Rik|0610005A07Rik	Two-hybrid	Hong DH (2001)	11104772	10090	10090
ETG17444	RP23-65P13.3	Grap2	Abl1	GRB2L|Mona|P38|Gads|GRID|GrbX|GrpL|GRAP-2|Grf40	AI325092|Abl|c-Abl|E430008G22Rik	Affinity Capture-Western	Liu SK (1998)	9872323	10090	10090
ETG17444	ETG20258	Grap2	sch	GRB2L|Mona|P38|Gads|GRID|GrbX|GrpL|GRAP-2|Grf40	N/A	Reconstituted Complex	Liu SK (1998)	9872323	10090	10090
ETG17444	ETG16590	Grap2	Kit	GRB2L|Mona|P38|Gads|GRID|GrbX|GrpL|GRAP-2|Grf40	SOW3|CD117|Gsfsco1|Fdc|Gsfsow3|Ssm|SCO1|Tr-kit|Gsfsco5|W|SCO5|Bs|c-KIT	Affinity Capture-Western	Liu SK (1998)	9872323	10090	10090
RP23-240F13.1	RP24-460H24.1	Ubqln2	Itgb3	Plic2|Dsk2|Plic-2|Chap1|HRIHFB2157	INGRB3|CD61|GP3A	Reconstituted Complex	Wu AL (1999)	10549293	10090	10090
RP23-240F13.1	ETG16423	Ubqln2	Cd47	Plic2|Dsk2|Plic-2|Chap1|HRIHFB2157	AA407862|B430305P08Rik|AW108519|AI848868|Itgp|IAP|9130415E20Rik	Reconstituted Complex	Wu AL (1999)	10549293	10090	10090
ETG226041	RP23-58B9.1	Pgm5	Dmd	D830025G17|9530034F03Rik|aciculin|4833423B07	DXSmh9|Dp71|Dp427|DXSmh7|mdx|pke	Affinity Capture-Western	Belkin AM (1995)	7890770	10090	10090
ETG226041	ETG22288	Pgm5	Utrn	D830025G17|9530034F03Rik|aciculin|4833423B07	AA589569|DRP|Dmdl	Affinity Capture-Western	Belkin AM (1995)	7890770	10090	10090
ETG12402	RP23-209C6.8	Cbl	Lck	4732447J05Rik|cbl|c-Cbl|Cbl-2	Lskt|Hck-3|Lsk|p56Lck|p56[lck]	Affinity Capture-Western	Hawash IY (2002)	11741956	10090	10090
ETG58198	ETG15182	Sall1	Hdac2	Msal-3	mRPD3|Yy1bp|D10Wsu179e|YAF1	Reconstituted Complex	Kiefer SM (2002)	11836251	10090	10090
ETG58198	RP23-209C6.7	Sall1	Hdac1	Msal-3	HD1|Hdac1-ps|RPD3|MommeD5	Reconstituted Complex	Kiefer SM (2002)	11836251	10090	10090
ETG20209	ETG20209	Saa2	Saa2	Saa-2|Saa1|AW111173	Saa-2|Saa1|AW111173	Reconstituted Complex	Wang L (2002)	12456883	10090	10090
ETG21677	ETG22601	Tead2	Yap1	Etdf|ETF|TEAD-2|TEF-4|TEF4	AI325207|Yorkie|Yap|YAP65|Yki	Reconstituted Complex	Vassilev A (2001)	11358867	10090	10090
RP24-68J3.4	ETG22601	Tead3	Yap1	Tcf13r2|TEF-5|TEAD-3|ETFR-1|DTEF-1	AI325207|Yorkie|Yap|YAP65|Yki	Reconstituted Complex	Vassilev A (2001)	11358867	10090	10090
ETG21679	ETG22601	Tead4	Yap1	ETFR-2|Tefr|TEF-3|Tefr1a|Tefr1|Tef3|TEAD-4|Etfr2|Tcf13r1|FR-19	AI325207|Yorkie|Yap|YAP65|Yki	Reconstituted Complex	Vassilev A (2001)	11358867	10090	10090
ETG21676	ETG22601	Tead1	Yap1	mTEF-1|2610024B07Rik|TEF-1|Tcf13|B230114H05Rik|TEAD-1|Gtrgeo5	AI325207|Yorkie|Yap|YAP65|Yki	Reconstituted Complex	Vassilev A (2001)	11358867	10090	10090
ETG21677	RP23-59O12.1	Tead2	Mpdz	Etdf|ETF|TEAD-2|TEF-4|TEF4	AI225843|MUPP1|B930003D11Rik	Affinity Capture-MS	Vassilev A (2001)	11358867	10090	10090
ETG21677	ETG22601	Tead2	Yap1	Etdf|ETF|TEAD-2|TEF-4|TEF4	AI325207|Yorkie|Yap|YAP65|Yki	Affinity Capture-MS	Vassilev A (2001)	11358867	10090	10090
RP23-198C2.1	RP23-282E10.1	Hdac6	Plaa	Sfc6|mHDA2|Hd6|Hdac5	PLA2P|AU018445|D4Ertd618e|AW208417|PLAP|Ufd3|2410007N06|AI536418	Affinity Capture-Western	Seigneurin-Berny D (2001)	11689694	10090	10090
ETG17349	ETG192292	Mlf1	Nrbp1	HLS7	Nrbp|B230344L17Rik	Affinity Capture-Western	Lim R (2002)	12176995	10090	10090
ETG17349	ETG22631	Mlf1	Ywhaz	HLS7	AL022924|1110013I11Rik|AU020854|AI596267|14-3-3zeta	Affinity Capture-Western	Lim R (2002)	12176995	10090	10090
ETG17349	ETG192292	Mlf1	Nrbp1	HLS7	Nrbp|B230344L17Rik	Two-hybrid	Lim R (2002)	12176995	10090	10090
ETG17349	ETG22631	Mlf1	Ywhaz	HLS7	AL022924|1110013I11Rik|AU020854|AI596267|14-3-3zeta	Two-hybrid	Lim R (2002)	12176995	10090	10090
RP23-373N8.2	ETG19299	Abcd1	Abcd3	Ald|ALDP|Aldgh	AI313901|AW146054|AU018866|PMP68|Pxmp1|PMP70	Affinity Capture-Western	Liu LX (1999)	10551832	10090	10090
ETG26874	RP23-373N8.2	Abcd2	Abcd1	ALDL1|ALDR|ALDRP|ABC39	Ald|ALDP|Aldgh	Affinity Capture-Western	Liu LX (1999)	10551832	10090	10090
ETG17060	ETG26411	Blnk	Map4k1	Ly-57|SLP-65|Bca|Lyw-57|Ly57|BASH	Hpk1|mHPK1	Two-hybrid	Sauer K (2001)	11487585	10090	10090
RP23-216O18.1	ETG26411	Lcp2	Map4k1	SLP76|SLP-76|AI323664|twm|BB161688	Hpk1|mHPK1	Affinity Capture-Western	Sauer K (2001)	11487585	10090	10090
ETG27007	ETG15101	Klrk1	H60a	Nkg2d|NKG2-D|D6H12S2489E	H60	Reconstituted Complex	O'Callaghan CA (2001)	11520456	10090	10090
RP23-362N19.3	ETG19684	Tsc1	Rdx	hamartin|mKIAA0243	AA516625	Two-hybrid	Lamb RF (2000)	10806479	10090	10090
RP23-362N19.3	ETG19684	Tsc1	Rdx	hamartin|mKIAA0243	AA516625	Reconstituted Complex	Lamb RF (2000)	10806479	10090	10090
RP23-362N19.3	ETG22350	Tsc1	Ezr	hamartin|mKIAA0243	Vil2|R75297|p81|AW146364	Reconstituted Complex	Lamb RF (2000)	10806479	10090	10090
ETG12387	ETG330914	Ctnnb1	Arhgap32	Catnb|Bfc|Mesc	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	Two-hybrid	Okabe T (2003)	12531901	10090	10090
ETG12387	ETG330914	Ctnnb1	Arhgap32	Catnb|Bfc|Mesc	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	Reconstituted Complex	Okabe T (2003)	12531901	10090	10090
ETG12387	ETG330914	Ctnnb1	Arhgap32	Catnb|Bfc|Mesc	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	Affinity Capture-Western	Okabe T (2003)	12531901	10090	10090
ETG330914	ETG12387	Arhgap32	Ctnnb1	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	Catnb|Bfc|Mesc	Affinity Capture-Western	Okabe T (2003)	12531901	10090	10090
ETG330914	RP23-172M21.9	Arhgap32	Dlg4	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	SAP90|SAP90A|PSD95|Dlgh4|PSD-95	Affinity Capture-Western	Okabe T (2003)	12531901	10090	10090
ETG330914	ETG12558	Arhgap32	Cdh2	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	Ncad|CDHN|N-cadherin	Affinity Capture-Western	Okabe T (2003)	12531901	10090	10090
ETG330914	ETG14812	Arhgap32	Grin2b	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	AW490526|Nmdar2b|NR2B	Affinity Capture-Western	Okabe T (2003)	12531901	10090	10090
RP23-172M21.9	ETG330914	Dlg4	Arhgap32	SAP90|SAP90A|PSD95|Dlgh4|PSD-95	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	Co-fractionation	Okabe T (2003)	12531901	10090	10090
ETG330914	RP23-246F18.2	Arhgap32	Cdc42	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	AU018915|AI747189	Biochemical Activity	Okabe T (2003)	12531901	10090	10090
ETG330914	ETG19353	Arhgap32	Rac1	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	AL023026|D5Ertd559e	Biochemical Activity	Okabe T (2003)	12531901	10090	10090
ETG12322	ETG330914	Camk2a	Arhgap32	mKIAA0968|R74975|CaMKII	RICS|GC-GAP|PX-RICS|mKIAA0712|p200RhoGAP|Grit|3426406O18Rik|p250GAP	Biochemical Activity	Okabe T (2003)	12531901	10090	10090
ETG15902	ETG15902	Id2	Id2	Idb2|C78922|AI255428|bHLHb26	Idb2|C78922|AI255428|bHLHb26	Two-hybrid	Liu J (2000)	10891368	10090	10090
ETG15902	ETG15902	Id2	Id2	Idb2|C78922|AI255428|bHLHb26	Idb2|C78922|AI255428|bHLHb26	Reconstituted Complex	Liu J (2000)	10891368	10090	10090
ETG12355	RP23-137L22.7	Nr1i3	Nr0b2	ESTM32|Care2|AA209988|CAR-beta|MB67|AI551208|CAR	Shp1|SHP-1|SHP	Two-hybrid	Seol W (1996)	8650544	10090	10090
ETG14080	ETG19013	Fabp1	Ppara	Fabpl|L-FABP	Nr1c1|Ppar|PPAR-alpha|4933429D07Rik|AW742785|PPARalpha	Reconstituted Complex	Wolfrum C (2001)	11226238	10090	10090
RP23-446N16.1	RP23-349H7.4	Hspa5	Dnajc1	Hsce70|mBiP|SEZ-7|Grp78|AU019543|D2Wsu141e|D2Wsu17e|AL022860|Sez7|Bip	ERdj1|MTJ1|ERj1p|AA960110|Dnajl1|4733401K02Rik|D230036H06Rik	Reconstituted Complex	Chevalier M (2000)	10777498	10090	10090
ETG14634	ETG22160	Gli3	Twist1	Pdn|AU023367|AI854843|GLI3-190|GLI3FL|Bph|add|Xt	Pde|Ska[m10Jus]|pdt|Twist|M-Twist|AA960487|Ska10|bHLHa38	Phenotypic Enhancement	O'Rourke MP (2002)	12142027	10090	10090
RP23-291M22.2	ETG14811	Inadl	Grin2a	Patj|Cipp	NR2A|GluN2A|NMDAR2A	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
RP23-291M22.2	ETG16513	Inadl	Kcnj10	Patj|Cipp	BIR10|BIRK-1|Kir4.1|Kir1.2	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
RP23-291M22.2	ETG16516	Inadl	Kcnj15	Patj|Cipp	IRKK|4930414N08Rik|AI267127|Kir4.2|AI182284	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
RP23-291M22.2	ETG14812	Inadl	Grin2b	Patj|Cipp	AW490526|Nmdar2b|NR2B	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
RP23-291M22.2	RP23-117K15.2	Inadl	Grin2c	Patj|Cipp	NR2C|NMDAR2C	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
RP23-291M22.2	ETG14814	Inadl	Grin2d	Patj|Cipp	NMDAR2D|GluN2D|NR2D	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
RP23-172M21.9	ETG14811	Dlg4	Grin2a	SAP90|SAP90A|PSD95|Dlgh4|PSD-95	NR2A|GluN2A|NMDAR2A	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
RP23-172M21.9	ETG14812	Dlg4	Grin2b	SAP90|SAP90A|PSD95|Dlgh4|PSD-95	AW490526|Nmdar2b|NR2B	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
RP23-172M21.9	RP23-117K15.2	Dlg4	Grin2c	SAP90|SAP90A|PSD95|Dlgh4|PSD-95	NR2C|NMDAR2C	Two-hybrid	Kurschner C (1998)	9647694	10090	10090
